
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.05768541991710663,0,0
1,1,-0.03135393559932709,0,0
3,1,-0.0009509623050689697,0,0
5,1,-0.09152588248252869,0,0
7,1,-0.0057035088539123535,0,0
9,1,-0.09094476699829102,0,0
1,2,0.15270453691482544,0,0
3,2,0.07956638932228088,0,0
5,1,0.015094131231307983,0,0
7,2,0.2977287322282791,1,0
9,2,0.4195394814014435,1,0
11,2,0.47313192486763,1,0
1,2,0.15270453691482544,0,0
3,2,0.07956638932228088,0,0
5,1,0.015094131231307983,0,0
7,2,0.2977287322282791,1,0
9,2,0.4195394814014435,1,0
11,2,0.47313192486763,1,0
1,1,0.09240460395812988,0,0
3,1,0.05037128925323486,0,0
5,1,-0.041488051414489746,0,0
7,1,0.11280575394630432,0,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.05768541991710663,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,-0.07687050104141235,0,0
7,1,-0.10264056921005249,0,0
9,1,0.04149077832698822,0,0
11,1,0.0577966570854187,0,0
13,1,0.06097036600112915,0,0
15,1,-0.03243337571620941,0,0
1,2,0.15270453691482544,0,0
3,2,0.10210645198822021,0,0
5,2,0.27993692457675934,0,0
7,2,0.20271159708499908,0,0
9,1,0.12658993899822235,0,0
11,1,0.15517881512641907,1,1
13,1,0.31059977412223816,1,1
15,1,0.3414640575647354,1,1
17,2,0.4047015681862831,1,1
19,2,0.4036920443177223,1,1
21,1,0.32988086342811584,1,1
1,0,-0.15270453691482544,0,0
3,0,-0.07956638932228088,0,0
5,1,-0.13096678256988525,0,0
7,1,0.06951960921287537,0,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.07527254521846771,0,0
7,1,0.041620224714279175,0,0
1,2,0.15270453691482544,0,0
3,2,0.10210645198822021,0,0
5,2,0.27993692457675934,0,0
7,2,0.16231383383274078,0,0
9,1,0.1404973417520523,0,0
11,2,0.16175706684589386,0,0
13,1,0.2008340060710907,0,0
15,1,-0.009680390357971191,0,0
1,1,0.09240460395812988,0,0
3,1,0.05037128925323486,0,0
5,1,-0.041488051414489746,0,0
7,2,0.11758232116699219,0,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.05768541991710663,0,0
1,1,0.09240460395812988,0,0
3,1,0.05037128925323486,0,0
5,1,-0.041488051414489746,0,0
7,2,0.11758232116699219,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,0.08690041303634644,0,0
7,1,-0.05782482028007507,0,0
9,1,0.17660002410411835,1,0
11,1,0.2502441704273224,1,0
13,1,0.21370959281921387,1,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,2,0.23573605716228485,0,0
7,2,0.1311379373073578,0,0
1,2,0.15270453691482544,0,0
3,2,0.07956638932228088,0,0
5,1,0.015094131231307983,0,0
7,1,-0.025926783680915833,0,0
9,1,0.041101470589637756,0,0
11,1,0.1212134063243866,0,0
13,1,0.16736897826194763,0,0
15,1,-0.08102628588676453,0,0
1,0,-0.15270453691482544,0,0
3,0,-0.07956638932228088,0,0
5,1,-0.13096678256988525,0,0
7,1,0.008686840534210205,0,0
1,1,-0.05954235792160034,0,0
3,1,0.0031068921089172363,0,0
5,0,-0.17252421379089355,0,0
7,2,0.14061155915260315,0,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.07527254521846771,0,0
7,1,0.041620224714279175,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,-0.07687050104141235,0,0
7,1,-0.10264056921005249,0,0
9,1,0.04149077832698822,0,0
11,1,0.0577966570854187,0,0
13,1,0.06097036600112915,0,0
15,1,-0.03243337571620941,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,0.036726877093315125,0,0
7,1,-0.015653356909751892,0,0
9,1,-0.03193424642086029,0,0
11,1,0.056842729449272156,0,0
13,1,0.12982431054115295,0,0
15,0,-0.12934786081314087,0,0
1,1,-0.03135393559932709,0,0
3,1,0.0007257163524627686,0,0
5,1,-0.09140405058860779,0,0
7,1,0.07607316970825195,0,0
9,1,0.03662118315696716,0,0
1,1,-0.05954235792160034,0,0
3,1,0.0031068921089172363,0,0
5,0,-0.17252421379089355,0,0
7,1,0.11453849077224731,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,0.08690041303634644,0,0
7,1,-0.05782482028007507,0,0
9,1,0.17660002410411835,1,0
11,1,0.2502441704273224,1,0
13,1,0.21370959281921387,1,0
1,1,-0.09240460395812988,0,0
3,1,-0.05037128925323486,0,0
5,1,0.0050096213817596436,0,0
7,0,-0.04002101719379425,0,0
9,1,0.0024948865175247192,0,0
11,1,-0.018610507249832153,0,0
13,1,0.11999377608299255,0,0
15,1,-0.05797824263572693,0,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.12266427278518677,0,0
7,1,0.09927099943161011,0,0
1,1,-0.03135393559932709,0,0
3,1,-0.12045225501060486,0,0
5,1,-0.10020612180233002,0,0
7,1,-0.010727018117904663,0,0
9,1,-0.08013167977333069,0,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.12266427278518677,0,0
7,1,0.10598434507846832,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.05037128925323486,0,0
5,1,0.0050096213817596436,0,0
7,1,0.12906984984874725,1,0
9,1,0.27634283900260925,1,0
11,1,0.16940650343894958,1,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.12266427278518677,0,0
7,1,0.09927099943161011,0,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.10600298643112183,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.0386432409286499,0,0
5,1,0.08690041303634644,0,0
7,1,-0.05782482028007507,0,0
9,1,0.17660002410411835,1,0
11,1,0.2502441704273224,1,0
13,1,0.21370959281921387,1,0
1,1,-0.09240460395812988,0,0
3,1,-0.05037128925323486,0,0
5,1,0.0050096213817596436,0,0
7,1,0.12906984984874725,1,0
9,1,0.27634283900260925,1,0
11,1,0.16940650343894958,1,0
1,2,0.15270453691482544,0,0
3,2,0.07956638932228088,0,0
5,1,0.015094131231307983,0,0
7,2,0.2977287322282791,1,0
9,2,0.4195394814014435,1,0
11,2,0.47313192486763,1,0
1,2,0.15270453691482544,0,0
3,2,0.10210645198822021,0,0
5,2,0.2689237594604492,0,0
7,2,0.07728707790374756,0,0
9,2,0.2170475274324417,1,0
11,1,0.3047651946544647,1,0
13,2,0.4293747544288635,1,0
1,1,-0.03135393559932709,0,0
3,1,0.0007257163524627686,0,0
5,1,-0.10243849456310272,0,0
7,1,-0.044513553380966187,0,0
9,1,0.0023404359817504883,0,0
1,2,0.15270453691482544,0,0
3,2,0.10210645198822021,0,0
5,2,0.2689237594604492,0,0
7,2,0.07728707790374756,0,0
9,2,0.2170475274324417,1,0
11,1,0.3047651946544647,1,0
13,2,0.4293747544288635,1,0
1,1,-0.05954235792160034,0,0
3,1,-0.0633997917175293,0,0
5,1,0.12266427278518677,0,0
7,1,0.09927099943161011,0,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.10600298643112183,0,0
1,1,0.09240460395812988,0,0
3,1,0.0386432409286499,0,0
5,1,0.10342460870742798,0,0
7,1,0.05768541991710663,0,0
1,1,-0.09240460395812988,0,0
3,1,-0.05037128925323486,0,0
5,1,0.0050096213817596436,0,0
7,0,-0.04002101719379425,0,0
9,1,0.0024948865175247192,0,0
